Donate ID,Donate Date,Gender,Deposit Amount,Preferred Color of Device,Ice Cream Products Consumed Per Week,Favorite Flavor Of Ice Cream,Donated To Kick Starter Before,Household Income,Do you own a Keurig,How many desserts do you eat a week
5794,7/6/2019,male,100,no preference,2,swirl,yes,,no,5
5795,7/6/2019,female,100,silver,4,vanilla,yes,<50K,no,4
5796,7/6/2019,male,100,red,8,vanilla,yes,,no,3
5797,7/6/2019,male,100,no preference,10,swirl,yes,,no,10
5798,7/6/2019,female,100,white,9,specialty,yes,<50K,no,4
5799,7/6/2019,male,100,white,9,specialty,yes,,no,8
5800,7/6/2019,male,100,white,5,vanilla,yes,,no,2
5801,7/6/2019,female,100,red,7,swirl,yes,<50K,no,2
5802,7/6/2019,male,100,red,10,chocolate,yes,,no,8
5803,7/6/2019,male,100,blue,2,no preference,yes,,no,1
5804,7/6/2019,male,100,red,2,swirl,yes,,no,3
5805,7/6/2019,male,100,blue,8,chocolate,yes,,no,8
5806,7/6/2019,female,100,white,6,vanilla,yes,<50K,no,8
5807,7/6/2019,male,100,silver,0,swirl,yes,,no,4
5808,7/6/2019,female,100,no preference,8,vanilla,yes,<50K,no,9
5809,7/6/2019,male,100,white,5,chocolate,yes,,no,8
5810,7/6/2019,male,100,silver,4,no preference,yes,,no,3
5811,7/6/2019,male,100,silver,5,specialty,yes,,no,10
5812,7/6/2019,male,100,silver,6,swirl,yes,,no,10
5813,7/6/2019,male,100,blue,0,chocolate,yes,,no,7
5814,7/6/2019,male,100,white,5,no preference,yes,,no,4
5815,7/6/2019,female,100,no preference,2,chocolate,yes,<50K,no,6
5816,7/6/2019,female,100,no preference,3,specialty,yes,<50K,no,6
5817,7/6/2019,male,100,no preference,5,specialty,yes,,no,7
5818,7/6/2019,female,100,no preference,6,swirl,yes,<50K,no,10
5819,7/6/2019,male,100,no preference,10,specialty,yes,,no,8
5820,7/6/2019,male,100,no preference,9,vanilla,yes,,no,2
5821,7/6/2019,male,100,black,8,no preference,yes,,no,2
5822,7/6/2019,male,100,white,9,swirl,yes,,no,6
5823,7/6/2019,male,100,blue,2,no preference,yes,,no,7
5824,7/6/2019,male,100,black,0,swirl,yes,,no,1
5825,7/6/2019,male,100,no preference,2,specialty,yes,,no,3
5826,7/6/2019,male,100,black,7,chocolate,yes,,no,4
5827,7/6/2019,female,100,red,7,vanilla,yes,<50K,no,9
5828,7/6/2019,male,100,blue,8,no preference,yes,,no,1
5829,7/6/2019,male,100,silver,3,chocolate,yes,,no,8
5830,7/6/2019,female,100,black,2,vanilla,yes,<50K,no,2
5831,7/6/2019,male,100,silver,5,vanilla,yes,,no,1
5832,7/6/2019,female,100,white,5,specialty,yes,<50K,no,5
5833,7/6/2019,male,100,silver,8,swirl,yes,,no,1
5834,7/6/2019,male,100,red,2,vanilla,yes,,no,8
5835,7/6/2019,male,100,red,8,vanilla,yes,,no,10
5836,7/6/2019,male,100,white,9,vanilla,yes,,no,6
5837,7/6/2019,female,100,silver,2,vanilla,yes,<50K,no,10
5838,7/6/2019,male,100,red,6,vanilla,yes,,no,7
5839,7/6/2019,male,100,no preference,2,chocolate,yes,,no,4
5840,7/6/2019,female,100,white,5,specialty,yes,<50K,no,4
5841,7/6/2019,male,100,red,8,no preference,yes,,no,4
5842,7/6/2019,male,100,black,1,no preference,yes,,no,8
5843,7/6/2019,male,100,black,4,no preference,yes,,no,6
5844,7/6/2019,male,100,blue,0,specialty,yes,,no,2
5845,7/6/2019,male,100,black,3,chocolate,yes,,no,6
5846,7/6/2019,male,100,white,2,specialty,yes,,no,2
5847,7/6/2019,female,100,black,8,no preference,yes,<50K,no,10
5848,7/6/2019,female,100,silver,0,chocolate,yes,<50K,no,5
5849,7/6/2019,female,100,silver,1,chocolate,yes,<50K,no,8
5850,7/6/2019,female,100,silver,8,vanilla,yes,<50K,no,10
5851,7/6/2019,male,100,blue,4,specialty,yes,,no,5
5852,7/6/2019,female,100,white,3,chocolate,yes,<50K,no,8
5853,7/6/2019,male,100,red,1,chocolate,yes,,no,7
5854,7/6/2019,female,100,silver,0,no preference,yes,<50K,no,1
5855,7/6/2019,male,100,white,10,swirl,yes,,no,9
5856,7/6/2019,male,100,white,0,chocolate,yes,,no,7
5857,7/6/2019,female,100,white,2,vanilla,yes,<50K,no,4
5858,7/6/2019,male,100,no preference,4,chocolate,yes,,no,8
5859,7/6/2019,male,100,silver,9,swirl,yes,,no,2
5860,7/6/2019,female,100,silver,8,specialty,yes,<50K,no,4
5861,7/6/2019,male,100,red,3,no preference,yes,,no,5
5862,7/6/2019,male,100,silver,8,vanilla,yes,,no,6
5863,7/6/2019,female,100,silver,5,chocolate,yes,<50K,no,5
5864,7/6/2019,male,100,black,4,vanilla,yes,,no,1
5865,7/6/2019,male,100,red,5,chocolate,yes,,no,8
5866,7/6/2019,male,100,white,1,specialty,yes,,no,8
5867,7/6/2019,female,100,white,5,no preference,yes,<50K,no,10
5868,7/6/2019,male,100,blue,9,no preference,yes,,no,3
5869,7/6/2019,male,100,no preference,1,swirl,yes,,no,9
5870,7/6/2019,female,100,red,4,swirl,yes,<50K,no,10
5871,7/6/2019,male,100,blue,5,no preference,yes,,no,4
5872,7/6/2019,male,100,black,8,swirl,yes,,no,4
5873,7/6/2019,female,100,blue,5,specialty,yes,<50K,no,1
5874,7/6/2019,female,100,white,7,vanilla,yes,<50K,no,8
5875,7/6/2019,female,100,blue,7,no preference,yes,<50K,no,1
5876,7/6/2019,female,100,silver,5,specialty,yes,<50K,no,2
5877,7/6/2019,female,100,no preference,3,no preference,yes,<50K,no,4
5878,7/6/2019,male,100,no preference,5,no preference,yes,,no,2
5879,7/6/2019,female,100,no preference,6,chocolate,yes,<50K,no,8
5880,7/6/2019,male,100,no preference,8,no preference,yes,,no,7
5881,7/6/2019,female,100,red,3,vanilla,yes,<50K,no,5
5882,7/6/2019,male,100,blue,9,specialty,yes,,no,8
5883,7/6/2019,male,100,no preference,8,chocolate,yes,,no,5
5884,7/6/2019,male,100,red,1,chocolate,yes,,no,4
5885,7/6/2019,male,100,no preference,1,no preference,yes,,no,2
5886,7/6/2019,male,100,black,2,chocolate,yes,,no,6
5887,7/6/2019,male,100,red,6,specialty,yes,,no,10
5888,7/6/2019,male,100,red,9,swirl,yes,,no,8
5889,7/6/2019,male,100,white,9,chocolate,yes,,no,5
5890,7/6/2019,male,100,silver,10,specialty,yes,,no,8
5891,7/6/2019,female,100,red,10,chocolate,yes,<50K,no,4
5892,7/6/2019,male,100,black,10,specialty,yes,,no,6
5893,7/6/2019,male,100,blue,10,vanilla,yes,,no,8
5894,7/6/2019,male,100,red,0,specialty,yes,,no,9
5895,7/6/2019,female,100,red,9,specialty,yes,<50K,no,6
5896,7/6/2019,male,100,blue,4,swirl,yes,,no,1
5897,7/6/2019,male,100,blue,9,chocolate,yes,,no,5
5898,7/6/2019,male,100,blue,5,vanilla,yes,,no,8
5899,7/6/2019,male,100,red,9,specialty,yes,,no,4
5900,7/6/2019,male,100,black,6,vanilla,yes,,no,2
5901,7/6/2019,male,100,white,4,swirl,yes,,no,1
5902,7/6/2019,female,100,no preference,0,vanilla,yes,<50K,no,5
5903,7/6/2019,male,100,black,10,specialty,yes,,no,7
5904,7/6/2019,male,100,white,7,specialty,yes,,no,1
5905,7/6/2019,male,100,white,3,vanilla,yes,,no,4
5906,7/6/2019,male,100,blue,4,chocolate,yes,,no,6
5907,7/6/2019,female,100,red,7,swirl,yes,<50K,no,4
5908,7/6/2019,female,100,black,5,specialty,yes,<50K,no,7
5909,7/6/2019,female,100,silver,5,swirl,yes,<50K,no,1
5910,7/6/2019,male,100,blue,8,no preference,yes,,no,8
5911,7/6/2019,male,100,red,6,vanilla,yes,,no,3
5912,7/6/2019,male,100,no preference,9,vanilla,yes,,no,9
5913,7/6/2019,female,100,no preference,7,chocolate,yes,<50K,no,7
5914,7/6/2019,male,100,blue,7,swirl,yes,,no,1
5915,7/6/2019,male,100,red,8,swirl,yes,,no,3
5916,7/6/2019,male,100,no preference,2,specialty,yes,,no,3
5917,7/6/2019,male,100,blue,0,chocolate,yes,,no,5
5918,7/6/2019,male,100,red,8,vanilla,yes,,no,10
5919,7/6/2019,female,100,red,4,swirl,yes,<50K,no,9
5920,7/6/2019,female,100,black,6,vanilla,yes,<50K,no,4
5921,7/6/2019,female,100,silver,0,vanilla,yes,<50K,no,3
5922,7/6/2019,female,100,no preference,9,no preference,yes,<50K,no,2
5923,7/6/2019,male,100,white,7,vanilla,yes,,no,5
5924,7/6/2019,female,100,no preference,6,specialty,yes,<50K,no,7
5925,7/6/2019,male,100,no preference,1,chocolate,yes,,no,6
5926,7/6/2019,male,100,silver,7,no preference,yes,,no,9
5927,7/6/2019,male,100,blue,2,chocolate,yes,,no,8
5928,7/6/2019,female,100,no preference,1,chocolate,yes,<50K,no,4
5929,7/6/2019,male,100,red,8,chocolate,yes,,no,7
5930,7/6/2019,female,100,no preference,6,no preference,yes,<50K,no,4
5931,7/6/2019,male,100,blue,2,specialty,yes,,no,8
5932,7/6/2019,male,100,blue,2,swirl,yes,,no,9
5933,7/6/2019,female,100,red,0,no preference,yes,<50K,no,8
5934,7/6/2019,male,100,blue,7,specialty,yes,,no,8
5935,7/6/2019,male,100,white,2,specialty,yes,,no,8
5936,7/6/2019,female,100,no preference,10,swirl,yes,<50K,no,1
5937,7/6/2019,female,100,black,2,no preference,yes,<50K,no,6
5938,7/6/2019,male,100,white,0,no preference,yes,,no,4
5939,7/6/2019,male,100,blue,1,chocolate,yes,,no,8
5940,7/6/2019,male,100,black,10,swirl,yes,,no,2
5941,7/6/2019,male,100,blue,7,vanilla,yes,,no,5
5942,7/6/2019,male,100,red,7,swirl,yes,,no,6
5943,7/6/2019,male,100,blue,1,swirl,yes,,no,5
5944,7/6/2019,male,100,white,4,specialty,yes,,no,4
5945,7/6/2019,male,100,blue,3,vanilla,yes,,no,4
5946,7/6/2019,male,100,silver,8,swirl,yes,,no,7
5947,7/6/2019,male,100,white,3,no preference,yes,,no,8
5948,7/6/2019,male,100,red,7,chocolate,yes,,no,6
5949,7/6/2019,male,100,red,3,chocolate,yes,,no,4
5950,7/6/2019,male,100,no preference,7,swirl,yes,,no,6
5951,7/6/2019,male,100,white,4,swirl,yes,,no,7
5952,7/6/2019,male,100,black,4,swirl,yes,,no,3
5953,7/6/2019,female,100,black,10,chocolate,yes,<50K,no,7
5954,7/6/2019,male,100,silver,9,no preference,yes,,no,7
5955,7/6/2019,male,100,red,9,swirl,yes,,no,3
5956,7/6/2019,male,100,black,1,specialty,yes,,no,10
5957,7/6/2019,male,100,red,10,no preference,yes,,no,10
5958,7/6/2019,male,100,blue,5,specialty,yes,,yes,2
5959,7/6/2019,female,100,white,6,no preference,yes,<50K,yes,8
5960,7/6/2019,female,100,red,10,specialty,yes,<50K,yes,10
5961,7/6/2019,male,100,red,7,specialty,yes,,yes,1
5962,7/6/2019,male,100,white,1,no preference,yes,,yes,2
5963,7/6/2019,male,100,black,7,swirl,yes,,yes,6
5964,7/6/2019,female,100,blue,8,vanilla,yes,<50K,yes,4
5965,7/6/2019,female,100,no preference,2,vanilla,yes,<50K,no,7
5966,7/6/2019,male,100,no preference,1,vanilla,yes,,yes,8
5967,7/6/2019,female,100,red,1,no preference,yes,<50K,no,5
5968,7/6/2019,male,100,black,6,swirl,yes,,yes,4
5969,7/6/2019,female,100,white,0,specialty,yes,<50K,yes,9
5970,7/6/2019,male,100,silver,4,specialty,yes,,no,10
5971,7/6/2019,male,100,blue,4,no preference,yes,,yes,8
5972,7/6/2019,male,100,blue,10,chocolate,yes,,yes,7
5973,7/6/2019,male,100,no preference,0,specialty,yes,,yes,6
5974,7/6/2019,female,100,no preference,3,no preference,yes,<50K,yes,8
5975,7/6/2019,female,100,red,10,swirl,yes,<50K,yes,3
5976,7/6/2019,male,100,black,5,no preference,yes,,yes,3
5977,7/6/2019,male,100,black,8,specialty,yes,,yes,1
5978,7/6/2019,male,100,white,0,specialty,yes,,yes,6
5979,7/6/2019,female,100,blue,4,specialty,yes,<50K,yes,2
5980,7/6/2019,male,100,blue,4,chocolate,yes,,yes,7
5981,7/6/2019,female,100,blue,,vanilla,yes,<50K,yes,4
5982,7/6/2019,male,100,silver,,swirl,yes,,yes,3
5983,7/6/2019,male,100,no preference,6,chocolate,yes,,yes,7
5984,7/6/2019,male,100,silver,5,no preference,yes,,yes,8
5985,7/6/2019,male,100,red,4,no preference,yes,,yes,4
5986,7/6/2019,male,100,white,7,specialty,yes,,yes,8
5987,7/6/2019,male,100,blue,8,chocolate,yes,,yes,5
5988,7/6/2019,female,100,no preference,0,chocolate,yes,<50K,yes,5
5989,7/6/2019,female,100,blue,10,vanilla,yes,<50K,yes,6
5990,7/6/2019,male,100,red,10,no preference,yes,,yes,1
5991,7/6/2019,male,100,red,3,specialty,yes,,yes,2
5992,7/6/2019,male,100,silver,7,no preference,yes,,yes,5
5993,7/6/2019,male,100,blue,3,vanilla,yes,,yes,9
5994,7/6/2019,male,100,blue,0,swirl,yes,,yes,8
5995,7/6/2019,male,100,black,5,no preference,yes,,yes,1
5996,7/6/2019,female,100,blue,1,no preference,yes,<50K,yes,8
5997,7/6/2019,male,100,black,3,chocolate,yes,,yes,6
5998,7/6/2019,female,100,white,2,chocolate,yes,<50K,yes,5
5999,7/6/2019,male,100,red,2,vanilla,yes,,yes,10
6000,7/6/2019,male,100,red,2,vanilla,yes,,yes,2
6001,7/6/2019,male,100,no preference,7,no preference,yes,,yes,5
6002,7/6/2019,male,100,blue,2,swirl,yes,,yes,2
6003,7/6/2019,male,100,black,8,vanilla,yes,,yes,7
6004,7/6/2019,male,100,black,0,vanilla,yes,,yes,2
6005,7/6/2019,male,100,white,4,swirl,yes,,yes,3
6006,7/6/2019,female,100,black,0,vanilla,yes,<50K,yes,2
6007,7/6/2019,male,100,silver,4,swirl,yes,,yes,2
6008,7/6/2019,male,100,blue,3,swirl,yes,,yes,3
6009,7/6/2019,female,100,silver,8,specialty,yes,<50K,yes,10
6010,7/6/2019,male,100,blue,1,vanilla,yes,,yes,3
6011,7/6/2019,male,100,no preference,10,chocolate,yes,,yes,7
6012,7/6/2019,male,100,blue,3,no preference,yes,,yes,5
6013,7/6/2019,male,100,no preference,8,specialty,yes,,yes,7
6014,7/6/2019,male,100,silver,4,vanilla,yes,,yes,3
6015,7/6/2019,female,100,black,3,swirl,yes,<50K,yes,10
6016,7/6/2019,female,100,no preference,1,swirl,yes,<50K,yes,8
6017,7/6/2019,male,100,black,6,vanilla,yes,,yes,2
6018,7/6/2019,male,100,red,7,chocolate,yes,,yes,4
6019,7/6/2019,female,100,silver,4,chocolate,yes,<50K,yes,5
6020,7/6/2019,male,100,white,10,vanilla,yes,,yes,9
6021,7/6/2019,female,100,red,2,vanilla,yes,<50K,yes,8
6022,7/6/2019,female,100,no preference,4,swirl,yes,<50K,yes,10
6023,7/6/2019,female,100,no preference,5,swirl,yes,<50K,yes,5
6024,7/6/2019,male,100,blue,5,specialty,yes,,yes,8
6025,7/6/2019,female,100,silver,2,swirl,yes,<50K,yes,8
6026,7/6/2019,male,100,red,9,vanilla,yes,,yes,4
6027,7/6/2019,female,100,no preference,9,chocolate,yes,<50K,yes,8
6028,7/6/2019,male,100,silver,7,swirl,yes,,yes,3
6029,7/6/2019,female,100,black,9,specialty,yes,<50K,yes,5
6030,7/6/2019,female,100,silver,8,specialty,yes,<50K,yes,3
6031,7/6/2019,female,100,silver,2,swirl,yes,<50K,yes,9
6032,7/6/2019,male,100,no preference,5,chocolate,yes,,yes,4
6033,7/6/2019,male,100,no preference,9,no preference,yes,,yes,5
6034,7/6/2019,female,100,no preference,8,chocolate,yes,<50K,yes,6
6035,7/6/2019,male,100,red,6,specialty,yes,,yes,5
6036,7/6/2019,male,100,white,1,no preference,yes,,yes,5
6037,7/6/2019,male,100,no preference,2,no preference,yes,,yes,2
6038,7/6/2019,male,100,white,1,vanilla,yes,,yes,8
6039,7/6/2019,female,100,white,5,no preference,yes,<50K,yes,5
6040,7/6/2019,male,100,white,5,specialty,yes,,yes,8
6041,7/6/2019,male,100,black,0,no preference,yes,,yes,3
6042,7/6/2019,male,100,red,0,no preference,yes,,yes,8
6043,7/6/2019,female,100,blue,2,swirl,yes,<50K,yes,1
6044,7/6/2019,male,100,red,2,vanilla,yes,,yes,6
6045,7/6/2019,female,100,black,4,specialty,yes,<50K,yes,2
6046,7/6/2019,male,100,silver,7,no preference,yes,,yes,10
6047,7/6/2019,female,100,no preference,7,swirl,yes,<50K,yes,8
6048,7/6/2019,male,100,silver,9,chocolate,yes,,yes,8
6049,7/6/2019,male,100,white,3,no preference,yes,,yes,6
6050,7/6/2019,male,100,black,8,swirl,yes,,yes,8
6051,7/6/2019,male,100,blue,6,vanilla,yes,,yes,2
6052,7/6/2019,male,100,black,9,swirl,yes,,yes,10
6053,7/6/2019,female,100,red,1,specialty,yes,<50K,yes,6
6054,7/6/2019,male,100,white,10,no preference,yes,,yes,4
6055,7/6/2019,male,100,white,2,no preference,yes,,yes,10
6056,7/6/2019,female,100,no preference,3,swirl,yes,<50K,yes,2
6057,7/6/2019,female,100,blue,6,no preference,yes,<50K,yes,7
6058,7/6/2019,male,100,blue,6,specialty,yes,,yes,5
6059,7/6/2019,male,100,white,1,chocolate,yes,,yes,8
6060,7/6/2019,female,100,red,0,no preference,yes,<50K,yes,6
6061,7/6/2019,male,100,white,7,specialty,yes,,yes,3
6062,7/6/2019,male,100,white,9,specialty,yes,,yes,8
6063,7/6/2019,male,100,red,7,no preference,yes,,yes,9
6064,7/6/2019,male,100,black,4,no preference,yes,,yes,1
6065,7/6/2019,male,100,red,8,swirl,yes,,yes,1
6066,7/6/2019,male,100,blue,5,specialty,yes,,yes,1
6067,7/6/2019,male,100,white,5,specialty,yes,,yes,10
6068,7/6/2019,male,100,black,6,no preference,yes,,yes,5
6069,7/6/2019,female,100,silver,4,vanilla,yes,<50K,yes,3
6070,7/6/2019,male,100,black,9,vanilla,yes,,yes,3
6071,7/6/2019,female,100,blue,6,chocolate,yes,<50K,yes,5
6072,7/6/2019,male,100,silver,5,vanilla,yes,,yes,4
6073,7/6/2019,male,100,no preference,4,vanilla,yes,,yes,6
6074,7/6/2019,male,100,white,4,vanilla,yes,,yes,9
6075,7/6/2019,male,100,black,4,chocolate,yes,,yes,5
6076,7/6/2019,female,100,black,7,swirl,yes,<50K,yes,10
6077,7/6/2019,male,100,white,6,vanilla,yes,,yes,9
6078,7/6/2019,male,100,black,6,vanilla,yes,,yes,1
6079,7/6/2019,female,100,blue,7,no preference,yes,<50K,yes,1
6080,7/6/2019,female,100,blue,1,chocolate,yes,<50K,yes,5
6081,7/6/2019,male,100,white,2,no preference,yes,,yes,8
6082,7/6/2019,female,100,no preference,0,specialty,yes,<50K,yes,2
6083,7/6/2019,male,100,no preference,6,specialty,yes,,yes,3
6084,7/6/2019,female,100,no preference,2,chocolate,yes,<50K,yes,6
6085,7/6/2019,male,100,no preference,0,chocolate,yes,,yes,5
6086,7/6/2019,male,100,silver,6,vanilla,yes,,yes,7
6087,7/6/2019,male,100,blue,7,specialty,yes,,yes,7
6088,7/6/2019,male,100,white,5,vanilla,yes,,yes,3
6089,7/6/2019,female,100,no preference,8,specialty,yes,<50K,yes,8
6090,7/6/2019,female,100,white,5,chocolate,yes,<50K,yes,8
6091,7/6/2019,male,100,blue,10,specialty,yes,,yes,5
6092,7/6/2019,male,100,white,6,swirl,yes,,yes,2
6093,7/6/2019,male,100,red,8,vanilla,yes,,yes,8
6094,7/6/2019,male,100,red,8,swirl,yes,,yes,8
6095,7/6/2019,male,100,no preference,9,specialty,yes,,yes,9
6096,7/6/2019,male,100,red,3,swirl,yes,,yes,2
6097,7/6/2019,male,100,no preference,7,chocolate,yes,,yes,8
6098,7/6/2019,male,100,silver,2,swirl,yes,,yes,2
6099,7/6/2019,female,100,silver,10,specialty,yes,<50K,yes,6
6100,7/6/2019,male,100,black,10,swirl,yes,,yes,5
6101,7/6/2019,male,100,no preference,2,swirl,yes,,yes,5
6102,7/6/2019,male,100,white,2,specialty,yes,,yes,10
6103,7/6/2019,female,100,black,2,swirl,yes,<50K,yes,6
6104,7/6/2019,male,100,white,10,swirl,yes,,yes,9
6105,7/6/2019,female,100,black,1,chocolate,yes,<50K,yes,7
6106,7/6/2019,male,100,no preference,8,chocolate,yes,,yes,8
6107,7/6/2019,male,100,blue,3,no preference,yes,,yes,8
6108,7/6/2019,male,100,red,7,swirl,yes,,yes,4
6109,7/6/2019,male,100,silver,9,no preference,yes,,yes,6
6110,7/6/2019,male,100,blue,7,no preference,yes,,yes,9
6111,7/6/2019,male,100,no preference,7,chocolate,yes,,yes,6
6112,7/6/2019,male,100,blue,1,chocolate,yes,,yes,7
6113,7/6/2019,male,100,black,6,no preference,yes,,yes,8
6114,7/6/2019,male,100,blue,7,vanilla,yes,,yes,8
6115,7/6/2019,male,100,black,2,specialty,yes,,yes,9
6116,7/6/2019,male,100,no preference,5,specialty,yes,,yes,5
6117,7/6/2019,female,100,black,3,swirl,yes,<50K,yes,1
6118,7/6/2019,male,100,white,8,swirl,yes,,yes,2
6119,7/6/2019,female,100,black,3,vanilla,yes,<50K,yes,9
6120,7/6/2019,male,100,black,10,swirl,yes,,yes,10
6121,7/6/2019,male,100,red,7,no preference,yes,,yes,6
6122,7/6/2019,female,100,white,0,specialty,yes,<50K,yes,4
6123,7/6/2019,female,100,no preference,0,chocolate,yes,<50K,yes,5
6124,7/6/2019,female,100,black,4,vanilla,yes,<50K,yes,7
6125,7/6/2019,male,100,silver,0,chocolate,yes,,yes,5
6126,7/6/2019,male,100,silver,4,swirl,yes,,yes,10
6127,7/6/2019,female,100,red,3,vanilla,yes,<50K,yes,6
6128,7/6/2019,male,100,black,1,vanilla,yes,,yes,8
6129,7/6/2019,female,100,no preference,3,swirl,yes,<50K,yes,5
6130,7/6/2019,female,100,black,5,chocolate,yes,<50K,yes,6
6131,7/6/2019,male,100,black,0,specialty,yes,,yes,8
6132,7/6/2019,female,100,red,7,swirl,yes,<50K,yes,10
6133,7/6/2019,male,100,red,0,chocolate,yes,,yes,5
6134,7/6/2019,male,100,red,10,swirl,yes,,yes,9
6135,7/6/2019,female,100,blue,4,chocolate,yes,<50K,yes,8
6136,7/6/2019,male,100,white,3,chocolate,yes,,yes,8
6137,7/6/2019,male,100,black,7,chocolate,yes,,yes,5
6138,7/6/2019,male,100,blue,10,vanilla,yes,,yes,2
6139,7/6/2019,male,100,red,3,swirl,yes,,yes,4
6140,7/6/2019,male,100,silver,0,swirl,yes,,yes,9
6141,7/6/2019,male,100,silver,5,chocolate,yes,,yes,7
6142,7/6/2019,male,100,blue,0,specialty,yes,,yes,2
6143,7/6/2019,female,100,red,10,vanilla,yes,<50K,yes,3
6144,7/6/2019,male,100,black,2,vanilla,yes,,yes,6
6145,7/6/2019,male,100,blue,8,specialty,yes,,yes,10
6146,7/6/2019,male,100,red,3,chocolate,yes,,yes,8
6147,7/6/2019,male,100,blue,5,chocolate,yes,,yes,4
6148,7/6/2019,female,100,silver,6,vanilla,yes,<50K,yes,10
6149,7/6/2019,male,100,white,8,chocolate,yes,,yes,8
6150,7/6/2019,male,100,blue,8,swirl,yes,,yes,1
6151,7/6/2019,male,100,white,6,swirl,yes,,yes,2
6152,7/6/2019,male,100,red,6,specialty,yes,,yes,10
6153,7/6/2019,male,100,blue,7,chocolate,yes,,yes,4
6154,7/6/2019,female,100,red,9,no preference,yes,<50K,yes,5
6155,7/6/2019,male,100,no preference,4,swirl,yes,,yes,5
6156,7/6/2019,male,100,red,3,chocolate,yes,,yes,7
6157,7/6/2019,male,100,blue,6,chocolate,yes,,yes,7
6158,7/6/2019,male,100,red,2,swirl,yes,,yes,7
6159,7/6/2019,female,100,blue,3,swirl,yes,<50K,yes,10
6160,7/6/2019,female,100,black,2,swirl,yes,<50K,yes,5
6161,7/6/2019,male,100,silver,7,chocolate,yes,,yes,7
6162,7/6/2019,male,100,black,9,specialty,yes,,yes,8
6163,7/6/2019,male,100,silver,5,swirl,yes,,yes,4
6164,7/6/2019,male,100,red,0,specialty,yes,,yes,3
6165,7/6/2019,female,100,white,2,vanilla,yes,<50K,yes,4
6166,7/6/2019,male,100,silver,2,no preference,yes,,yes,5
6167,7/6/2019,female,100,red,9,chocolate,yes,<50K,yes,6
6168,7/6/2019,female,100,white,1,vanilla,yes,<50K,yes,6
6169,7/6/2019,male,100,silver,10,swirl,yes,,yes,3
6170,7/6/2019,female,100,silver,6,vanilla,yes,<50K,yes,2
6171,7/6/2019,male,100,black,1,no preference,yes,,yes,5
6172,7/6/2019,male,100,black,2,specialty,yes,,yes,10
6173,7/6/2019,male,100,black,4,vanilla,yes,,yes,2
6174,7/6/2019,male,100,silver,3,specialty,yes,,yes,3
6175,7/6/2019,female,100,white,7,no preference,yes,<50K,yes,9
6176,7/6/2019,female,100,white,4,swirl,yes,<50K,yes,3
6177,7/6/2019,male,100,no preference,5,specialty,yes,,yes,5
6178,7/6/2019,male,100,black,7,swirl,yes,,yes,3
6179,7/6/2019,male,100,white,1,vanilla,yes,,yes,10
6180,7/6/2019,male,100,white,6,chocolate,yes,,yes,4
6181,7/6/2019,female,100,no preference,0,chocolate,yes,<50K,yes,4
6182,7/6/2019,male,100,blue,0,no preference,yes,,yes,6
6183,7/6/2019,female,100,white,6,no preference,yes,<50K,yes,7
6184,7/6/2019,male,100,blue,6,chocolate,yes,,yes,6
6185,7/6/2019,female,100,white,10,vanilla,yes,<50K,yes,4
6186,7/6/2019,female,100,no preference,4,chocolate,yes,<50K,yes,4
6187,7/6/2019,male,100,black,8,vanilla,yes,,yes,10
6188,7/6/2019,male,100,silver,3,specialty,yes,,yes,2
6189,7/6/2019,male,100,black,8,no preference,yes,,yes,8
6190,7/6/2019,male,100,red,9,swirl,yes,,yes,7
6191,7/6/2019,female,100,red,8,no preference,yes,<50K,yes,7
6192,7/6/2019,male,100,red,7,chocolate,yes,,yes,5
6193,7/6/2019,male,100,white,4,no preference,yes,,yes,7
6194,7/6/2019,female,100,red,0,chocolate,yes,<50K,yes,8
6195,7/6/2019,female,100,no preference,7,swirl,yes,<50K,yes,2
6196,7/6/2019,female,100,silver,0,vanilla,yes,<50K,yes,3
6197,7/6/2019,male,100,red,4,no preference,yes,,yes,1
6198,7/6/2019,male,100,blue,1,swirl,yes,,yes,8
6199,7/6/2019,male,100,blue,8,no preference,yes,,yes,4
6200,7/6/2019,male,100,red,10,swirl,yes,,yes,3
6201,7/6/2019,male,100,silver,10,specialty,yes,,yes,1
6202,7/6/2019,female,100,blue,5,no preference,yes,<50K,yes,4
6203,7/6/2019,male,100,white,2,vanilla,yes,,yes,3
6204,7/6/2019,female,100,blue,4,vanilla,yes,<50K,yes,10
6205,7/6/2019,male,100,silver,7,no preference,yes,,yes,3
6206,7/6/2019,female,100,silver,8,vanilla,yes,<50K,yes,5
6207,7/6/2019,male,100,white,7,no preference,yes,,yes,7
6208,7/6/2019,male,100,black,5,swirl,yes,,yes,9
6209,7/6/2019,male,100,white,5,specialty,yes,,yes,10
6210,7/6/2019,female,100,blue,6,specialty,yes,<50K,yes,10
6211,7/6/2019,female,100,no preference,10,specialty,yes,<50K,yes,8
6212,7/6/2019,male,100,white,4,chocolate,yes,,yes,7
6213,7/6/2019,male,100,no preference,8,swirl,yes,,yes,2
6214,7/6/2019,male,100,red,8,specialty,yes,,yes,9
6215,7/6/2019,male,100,white,5,vanilla,yes,,yes,3
6216,7/6/2019,female,100,black,5,vanilla,yes,<50K,yes,5
6217,7/6/2019,female,100,silver,7,specialty,yes,<50K,yes,6
6218,7/6/2019,male,100,black,2,swirl,yes,,yes,7
6219,7/6/2019,male,100,black,10,chocolate,yes,,yes,4
